,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,Awards
11,12.0,Fred Carter,29.0,PHI,PG,77.0,75.0,39.6,9.3,20.8,0.447,3.3,4.5,0.738,0.9,3.5,4.4,4.4,1.1,0.3,3.3,21.9,
12,13.0,Phil Chenier,24.0,WSB,SG,77.0,,37.3,9.0,19.9,0.45,3.9,4.7,0.825,1.0,2.8,3.8,3.2,2.3,0.8,2.1,21.8,"MVP-8,AS,NBA2"
13,14.0,Sidney Wicks,25.0,POR,PF,82.0,,38.6,8.4,17.0,0.497,4.8,6.8,0.706,2.8,7.9,10.7,3.5,1.3,1.0,3.5,21.7,"MVP-12,AS"
14,15.0,Walt Frazier,29.0,NYK,PG,78.0,,41.1,8.6,17.8,0.483,4.2,5.1,0.828,1.2,4.8,6.0,6.1,2.4,0.2,2.6,21.5,"MVP-15,AS,NBA1,DEF1"
15,16.0,Pete Maravich,27.0,NOJ,SG,79.0,,36.1,8.3,19.8,0.419,4.9,6.1,0.811,1.2,4.2,5.3,6.2,1.5,0.2,2.9,21.5,
16,17.0,Fred Brown,26.0,SEA,SG,81.0,,33.0,9.1,19.0,0.48,2.8,3.4,0.831,1.4,2.8,4.2,3.5,2.3,0.2,2.8,21.0,MVP-21
17,18.0,Earl Monroe,30.0,NYK,SG,78.0,,36.1,8.6,18.7,0.457,3.8,4.6,0.827,0.7,3.5,4.2,3.5,1.4,0.4,2.6,20.9,"MVP-16,AS"
18,19.0,Rudy Tomjanovich,26.0,HOU,PF,81.0,,38.7,8.6,16.3,0.525,3.6,4.5,0.79,2.3,5.3,7.6,2.9,0.9,0.3,2.8,20.7,"MVP-21,AS"
19,20.0,Dave Cowens,26.0,BOS,C,65.0,,40.5,8.8,18.4,0.475,2.9,3.8,0.783,3.5,11.2,14.7,4.6,1.3,1.1,3.7,20.4,"MVP-2,AS,NBA2,DEF2"
20,21.0,Bob Dandridge,27.0,MIL,SF,80.0,,37.9,8.6,18.3,0.473,2.6,3.3,0.805,1.8,5.1,6.9,3.0,1.5,0.6,4.1,19.9,AS
21,22.0,Billy Cunningham,31.0,PHI,SF,80.0,73.0,35.7,7.6,17.8,0.428,4.3,5.6,0.777,1.6,7.5,9.1,5.5,1.1,0.4,3.4,19.5,
22,23.0,John Havlicek,34.0,BOS,SF,82.0,,38.2,7.8,17.2,0.455,3.5,4.0,0.87,1.9,4.0,5.9,5.3,1.3,0.2,2.8,19.2,"MVP-7,AS,NBA2,DEF1"
23,24.0,Chet Walker,34.0,CHI,SF,76.0,,32.3,6.9,14.2,0.487,5.4,6.3,0.86,1.5,4.2,5.7,2.2,0.6,0.1,2.4,19.2,MVP-16
24,25.0,Lucius Allen,27.0,2TM,PG,66.0,,35.7,7.7,17.7,0.437,3.6,4.6,0.778,1.4,2.8,4.2,5.6,2.1,0.4,3.3,19.1,
25,25.0,Lucius Allen,27.0,MIL,PG,10.0,,34.2,6.8,16.4,0.415,3.1,3.7,0.838,0.9,2.2,3.1,5.3,1.4,0.1,2.3,16.7,
26,25.0,Lucius Allen,27.0,LAL,PG,56.0,,35.9,7.9,18.0,0.44,3.7,4.8,0.77,1.4,3.0,4.4,5.7,2.2,0.5,3.5,19.5,
27,26.0,Dave Bing,31.0,DET,PG,79.0,,40.8,7.3,16.9,0.434,4.3,5.4,0.809,1.1,2.5,3.6,7.7,1.5,0.3,2.8,19.0,AS
28,27.0,Calvin Murphy,26.0,HOU,PG,78.0,,32.2,7.1,14.8,0.484,4.4,4.9,0.883,0.7,1.6,2.2,4.9,1.6,0.1,3.6,18.7,
29,28.0,John Drew,20.0,ATL,PF,78.0,,29.3,6.8,15.8,0.428,5.0,7.0,0.713,4.6,6.1,10.7,1.8,1.5,0.5,3.5,18.5,ROY-2
30,29.0,Tom Van Arsdale,31.0,2TM,SF,82.0,6.0,34.7,7.2,16.9,0.428,3.9,5.2,0.759,0.9,2.5,3.4,2.7,1.1,0.0,3.1,18.4,
31,29.0,Tom Van Arsdale,31.0,PHI,SF,9.0,6.0,30.3,5.4,12.9,0.422,3.1,4.6,0.683,0.8,2.4,3.2,1.8,1.4,0.0,2.9,14.0,
32,29.0,Tom Van Arsdale,31.0,ATL,SF,73.0,,35.2,7.5,17.4,0.429,4.0,5.2,0.768,1.0,2.5,3.4,2.8,1.1,0.0,3.2,18.9,
33,30.0,Geoff Petrie,26.0,POR,PG,80.0,,38.9,7.5,16.5,0.456,3.3,3.9,0.839,0.5,2.1,2.6,5.3,1.0,0.2,2.7,18.3,
34,31.0,Jo Jo White,28.0,BOS,PG,82.0,,39.3,8.0,17.6,0.457,2.3,2.7,0.834,1.0,2.8,3.8,5.6,1.6,0.2,2.5,18.3,"AS,NBA2"
35,32.0,Doug Collins,23.0,PHI,SG,81.0,76.0,34.8,6.9,14.2,0.488,4.1,4.8,0.844,1.3,2.6,3.9,2.6,1.3,0.2,3.6,17.9,
36,33.0,Randy Smith,26.0,BUF,SG,82.0,,36.6,7.4,15.4,0.484,2.9,3.6,0.8,1.2,3.0,4.2,6.5,1.7,0.0,3.0,17.8,
37,34.0,Jimmy Walker,30.0,KCO,SG,81.0,,38.5,6.8,14.4,0.475,3.0,3.6,0.855,0.6,2.3,3.0,2.8,1.0,0.2,2.7,16.7,
38,35.0,Jim Price,25.0,2TM,PG,50.0,,37.4,6.3,14.3,0.442,3.4,3.9,0.871,1.2,2.7,4.0,5.7,2.2,0.5,3.6,16.1,AS
39,35.0,Jim Price,25.0,LAL,PG,9.0,,37.7,8.3,18.6,0.449,4.6,5.0,0.911,1.9,2.9,4.8,7.0,2.3,0.3,4.0,21.2,
40,35.0,Jim Price,25.0,MIL,PG,41.0,,37.3,5.9,13.4,0.44,3.1,3.6,0.859,1.1,2.7,3.8,5.4,2.2,0.5,3.6,14.9,
41,36.0,John Johnson,27.0,POR,SF,80.0,,31.8,6.6,13.5,0.487,3.0,3.8,0.784,2.0,4.2,6.3,3.0,0.9,0.5,3.1,16.1,
42,37.0,Dick Van Arsdale,31.0,PHO,SG,70.0,,34.6,6.0,12.8,0.47,4.0,4.8,0.832,0.7,2.0,2.7,2.8,1.2,0.2,2.5,16.1,
43,38.0,Bingo Smith,28.0,CLE,SF,82.0,,32.1,7.1,14.8,0.483,1.6,2.0,0.825,1.3,3.6,5.0,2.8,1.0,0.3,2.8,15.9,
44,39.0,Cazzie Russell,30.0,LAL,SF,40.0,,26.4,6.6,14.5,0.455,2.5,2.8,0.894,0.9,2.0,2.9,2.7,0.7,0.1,1.4,15.7,
45,40.0,Steve Mix,27.0,PHI,PF,46.0,46.0,38.0,6.1,12.7,0.481,3.5,4.5,0.776,3.4,7.5,10.9,2.2,1.7,0.5,3.8,15.6,AS
46,41.0,Mike Riordan,29.0,WSB,SF,74.0,,29.6,7.0,14.3,0.492,1.3,1.6,0.838,1.2,2.6,3.8,2.7,1.0,0.1,3.2,15.4,
47,42.0,Norm Van Lier,27.0,CHI,PG,70.0,,37.0,5.8,13.9,0.42,3.4,4.3,0.792,1.2,3.5,4.7,5.8,2.0,0.2,3.5,15.0,"MVP-11,DEF2"
48,43.0,Austin Carr,26.0,CLE,SG,41.0,,26.4,6.1,13.1,0.468,2.2,2.6,0.84,1.2,1.4,2.6,3.8,1.2,0.0,1.4,14.5,
49,44.0,Jim Chones,25.0,CLE,C,72.0,,33.7,6.2,12.7,0.487,2.1,3.1,0.679,2.2,7.2,9.4,1.8,0.7,1.7,3.4,14.5,MVP-20
50,45.0,Mike Newlin,26.0,HOU,SG,79.0,,34.3,5.5,11.5,0.482,3.4,3.9,0.869,0.7,2.6,3.3,5.1,1.4,0.1,3.6,14.4,
51,46.0,Jim McMillian,26.0,BUF,SF,62.0,,34.4,5.6,11.2,0.499,3.1,3.7,0.84,2.0,4.2,6.2,2.5,1.1,0.2,2.1,14.3,
52,47.0,Dick Snyder,30.0,CLE,SG,82.0,,31.6,6.1,12.0,0.504,2.0,2.4,0.846,0.5,2.5,2.9,3.4,0.8,0.5,2.8,14.2,
53,48.0,Jamaal Wilkes,21.0,GSW,SF,82.0,,30.7,6.1,13.8,0.442,2.0,2.7,0.734,2.5,5.7,8.2,2.2,1.3,0.3,2.7,14.2,ROY-1
54,49.0,Don Nelson,34.0,BOS,SF,79.0,,26.0,5.4,9.9,0.539,3.3,4.0,0.827,1.6,4.3,5.9,2.3,0.4,0.2,3.0,14.0,
55,50.0,Archie Clark,33.0,SEA,PG,77.0,,32.2,5.9,11.9,0.495,2.1,2.5,0.834,0.8,2.3,3.1,5.6,1.4,0.1,2.4,13.9,
56,51.0,Curtis Perry,26.0,PHO,PF,79.0,,34.0,5.5,11.6,0.477,2.3,3.2,0.719,4.4,7.5,11.9,2.4,1.4,1.0,3.6,13.4,
57,52.0,Nate Williams,24.0,2TM,SG,85.0,,22.9,5.6,11.6,0.48,2.1,2.6,0.823,1.2,2.8,4.0,1.7,1.1,0.4,3.0,13.3,
58,52.0,Nate Williams,24.0,KCO,SG,50.0,,22.6,5.3,11.7,0.454,1.9,2.4,0.822,1.2,2.4,3.6,1.6,1.1,0.5,3.0,12.5,
59,52.0,Nate Williams,24.0,NOJ,SG,35.0,,23.3,6.0,11.5,0.517,2.4,2.9,0.824,1.3,3.3,4.5,1.9,1.3,0.2,2.8,14.3,
60,53.0,Bill Bradley,31.0,NYK,SF,79.0,,35.3,5.7,13.1,0.436,1.8,2.1,0.873,0.8,2.4,3.2,3.1,0.9,0.2,3.6,13.3,
61,54.0,Butch Beard,27.0,GSW,PG,82.0,,30.7,5.0,9.4,0.528,2.8,3.4,0.832,1.4,2.4,3.9,4.2,1.6,0.1,3.6,12.8,
62,55.0,Bill Walton,22.0,POR,C,35.0,,32.9,5.1,9.9,0.513,2.7,3.9,0.686,2.6,10.0,12.6,4.8,0.8,2.7,3.3,12.8,
63,56.0,Mike Bantom,23.0,PHO,SF,82.0,,27.3,5.1,11.1,0.461,2.3,3.2,0.714,2.6,4.2,6.7,1.9,0.8,0.6,3.3,12.5,MVP-16
64,57.0,Curtis Rowe,25.0,DET,PF,82.0,,34.0,5.1,10.7,0.483,2.1,2.8,0.753,2.1,5.0,7.1,1.5,0.6,0.5,2.3,12.4,
65,58.0,Keith Erickson,30.0,PHO,SF,49.0,,30.0,4.8,11.4,0.425,2.7,3.2,0.833,1.4,3.5,5.0,3.5,1.0,0.2,3.1,12.3,
66,59.0,Lloyd Neal,24.0,POR,PF,82.0,,27.8,5.0,10.6,0.471,2.3,3.6,0.641,2.3,6.1,8.4,1.7,0.5,1.1,2.9,12.3,
67,60.0,Jerry Sloan,32.0,CHI,SG,78.0,,33.0,4.9,11.1,0.439,2.5,3.3,0.748,2.3,4.6,6.9,2.1,2.2,0.2,3.4,12.2,DEF1
68,61.0,Herm Gilliam,28.0,ATL,SG,60.0,,23.2,5.2,12.3,0.427,1.6,1.9,0.832,1.3,2.1,3.4,2.8,1.3,0.2,2.1,12.0,
69,62.0,Jim Cleamons,25.0,CLE,PG,74.0,,36.4,5.0,10.4,0.48,1.9,2.4,0.796,1.3,3.1,4.4,5.1,1.1,0.3,2.6,11.9,
70,63.0,Jack Marin,30.0,BUF,SF,81.0,,26.5,4.7,10.3,0.455,2.4,2.7,0.869,1.3,3.2,4.5,1.6,0.6,0.2,2.9,11.8,
71,64.0,Ed Ratleff,24.0,HOU,SF,80.0,,32.0,4.9,10.6,0.461,2.0,2.4,0.826,2.3,3.4,5.7,3.2,1.8,0.6,2.9,11.8,
72,65.0,Aaron James,22.0,NOJ,SF,76.0,,22.8,4.9,10.2,0.477,1.9,2.5,0.778,1.8,3.0,4.8,0.9,0.5,0.2,2.9,11.7,
73,66.0,Mike Sojourner,21.0,ATL,C,73.0,,29.2,5.2,10.6,0.488,1.3,2.0,0.651,2.7,6.1,8.8,1.3,0.5,0.8,3.0,11.7,ROY-5
74,67.0,Brian Winters,22.0,LAL,SG,68.0,,22.3,5.3,11.9,0.443,1.1,1.4,0.826,0.6,1.5,2.0,2.9,1.1,0.3,2.5,11.7,
75,68.0,Kevin Porter,24.0,WSB,PG,81.0,,32.0,5.0,10.2,0.491,1.6,2.3,0.704,0.7,1.2,1.9,8.0,1.9,0.1,4.0,11.6,
76,69.0,Leonard Gray,23.0,SEA,PF,75.0,,30.4,5.0,10.3,0.489,1.4,1.9,0.722,1.8,4.6,6.4,2.2,0.8,0.3,3.9,11.5,ROY-4
77,70.0,Sam Lacey,26.0,KCO,C,81.0,,41.7,4.8,11.3,0.427,1.8,2.4,0.754,2.8,11.4,14.2,5.3,1.7,2.1,3.4,11.5,"MVP-10,AS"
78,71.0,Tom Henderson,23.0,ATL,PG,79.0,,27.0,4.6,11.3,0.411,2.1,3.1,0.697,0.6,2.0,2.7,4.0,1.3,0.1,1.9,11.4,
79,72.0,John Brown,23.0,ATL,SF,73.0,,27.2,4.3,9.4,0.461,2.5,3.4,0.74,2.5,3.5,5.9,1.8,0.7,0.2,3.1,11.2,
80,73.0,Louie Nelson,23.0,NOJ,PG,72.0,,26.4,4.3,9.4,0.452,2.7,3.5,0.768,1.0,1.7,2.7,2.5,0.9,0.1,2.6,11.2,
81,74.0,Gar Heard,26.0,BUF,PF,67.0,,32.1,4.7,12.2,0.388,1.6,2.8,0.564,2.8,7.2,9.9,2.8,1.6,1.8,3.6,11.1,
82,75.0,Scott Wedman,22.0,KCO,SF,80.0,,31.9,4.7,10.1,0.465,1.7,2.1,0.818,2.5,3.6,6.1,1.6,1.0,0.3,3.4,11.1,ROY-3
83,76.0,John Mengelt,25.0,DET,SG,80.0,,24.9,4.2,8.8,0.479,2.6,3.1,0.851,0.5,1.9,2.4,2.5,0.9,0.1,2.5,11.0,
84,77.0,Pat Riley,29.0,LAL,SF,46.0,,22.1,4.8,11.4,0.419,1.5,2.0,0.742,0.5,1.3,1.8,2.6,0.8,0.1,2.8,11.0,
85,78.0,Charles Johnson,25.0,GSW,SG,79.0,,27.5,5.0,12.1,0.412,0.9,1.3,0.735,1.7,2.2,3.9,2.9,1.7,0.1,2.6,10.9,
86,79.0,Elmore Smith,25.0,LAL,C,74.0,,31.6,4.7,9.5,0.493,1.5,3.1,0.485,2.8,8.1,10.9,2.0,1.1,2.9,3.4,10.9,
87,80.0,Phil Jackson,29.0,NYK,PF,78.0,,29.3,4.2,9.1,0.455,2.5,3.2,0.763,1.8,5.9,7.7,1.7,1.1,0.7,4.2,10.8,
88,81.0,Kevin Kunnert,23.0,HOU,C,75.0,,24.0,4.6,9.0,0.512,1.5,2.3,0.686,2.9,5.6,8.4,1.4,0.5,1.1,3.0,10.8,
89,82.0,Ron Behagen,24.0,KCO,PF,81.0,,27.2,4.1,10.3,0.399,2.5,3.3,0.754,1.8,5.5,7.3,1.9,0.7,0.5,3.7,10.7,
90,83.0,George Thompson,27.0,MIL,SG,73.0,,27.2,4.2,9.5,0.443,2.3,2.9,0.785,0.7,1.8,2.5,3.1,0.9,0.1,2.8,10.7,
91,84.0,Paul Silas,31.0,BOS,PF,82.0,,32.5,3.8,9.1,0.417,3.0,4.2,0.709,4.2,8.3,12.5,2.7,0.7,0.3,2.8,10.6,"AS,DEF1"
92,85.0,Jim Barnett,30.0,2TM,SG,73.0,,24.3,3.9,8.9,0.437,2.7,3.3,0.836,0.8,1.6,2.5,2.4,0.6,0.2,2.2,10.5,
93,85.0,Jim Barnett,30.0,NOJ,SG,45.0,,27.5,4.8,10.7,0.448,3.5,4.2,0.83,1.0,1.8,2.8,3.0,0.8,0.4,2.4,13.0,
94,85.0,Jim Barnett,30.0,NYK,SG,28.0,,19.2,2.5,6.1,0.407,1.5,1.8,0.86,0.5,1.3,1.8,1.4,0.4,0.0,1.8,6.5,
95,86.0,Dwight Jones,22.0,ATL,C,75.0,,27.8,4.3,10.0,0.43,1.8,2.4,0.721,3.1,6.1,9.3,2.0,0.7,0.7,3.0,10.4,
96,87.0,John Gianelli,24.0,NYK,C,80.0,,35.0,4.3,9.1,0.472,1.7,2.4,0.692,2.7,5.9,8.6,2.0,0.5,1.5,3.3,10.3,
97,88.0,Happy Hairston,32.0,LAL,PF,74.0,,30.9,3.7,7.2,0.506,2.9,3.7,0.801,4.1,8.7,12.8,2.3,0.7,0.1,2.9,10.3,
98,89.0,Tom Burleson,22.0,SEA,C,82.0,,23.0,3.9,9.4,0.417,2.2,3.2,0.687,1.9,5.1,7.0,1.4,0.8,1.9,2.7,10.1,
99,90.0,Dennis Awtrey,26.0,PHO,C,82.0,,34.6,4.1,8.8,0.47,1.6,2.4,0.677,3.0,5.6,8.6,4.2,0.7,0.6,2.8,9.9,
100,91.0,Bud Stallworth,25.0,NOJ,SF,73.0,,22.8,4.1,9.7,0.42,1.7,2.5,0.687,1.1,2.3,3.4,0.6,0.8,0.2,2.8,9.9,
101,92.0,Dwight Davis,25.0,CLE,PF,78.0,,25.2,3.8,8.5,0.443,2.3,3.1,0.718,1.4,4.6,5.9,1.9,0.6,0.5,3.3,9.8,
102,93.0,Larry McNeill,24.0,KCO,PF,80.0,,21.9,3.7,8.1,0.459,2.4,3.0,0.784,1.9,4.4,6.2,0.9,0.9,0.3,2.9,9.8,
103,94.0,Paul Westphal,24.0,BOS,SG,82.0,,19.3,4.2,8.2,0.51,1.5,1.9,0.763,0.5,1.5,2.0,2.9,1.0,0.4,2.3,9.8,
104,95.0,Zaid Abdul-Aziz,28.0,HOU,C,65.0,,22.3,3.6,8.3,0.437,2.4,3.1,0.783,2.4,5.1,7.5,1.3,0.6,1.1,2.0,9.7,
105,96.0,Don Chaney,28.0,BOS,SG,82.0,,26.9,3.9,9.1,0.428,1.6,2.0,0.806,2.1,2.4,4.5,2.2,1.5,0.8,3.0,9.5,DEF2
106,97.0,Clifford Ray,26.0,GSW,C,82.0,,30.7,3.6,7.0,0.522,2.1,3.5,0.602,3.2,7.5,10.6,2.2,1.2,1.4,3.7,9.4,
107,98.0,Wes Unseld,28.0,WSB,C,73.0,,39.8,3.7,7.5,0.502,1.7,2.5,0.685,4.4,10.4,14.8,4.1,1.6,0.9,2.5,9.2,"MVP-9,AS"
108,99.0,Henry Bibby,25.0,2TM,PG,75.0,,18.7,3.6,8.3,0.436,1.8,2.5,0.725,0.6,1.2,1.8,2.4,0.7,0.0,2.1,9.0,
109,99.0,Henry Bibby,25.0,NYK,PG,47.0,,18.6,3.8,8.5,0.448,1.5,2.0,0.719,0.6,1.2,1.9,2.2,0.6,0.1,2.0,9.1,
110,99.0,Henry Bibby,25.0,NOJ,PG,28.0,,18.7,3.3,7.8,0.416,2.4,3.3,0.731,0.6,1.1,1.8,2.7,0.9,0.0,2.2,8.9,
111,100.0,Jim Fox,31.0,SEA,C,75.0,,23.5,3.4,7.2,0.469,2.3,2.8,0.802,1.7,4.8,6.5,1.8,0.6,0.2,2.2,9.0,
112,101.0,Jon McGlocklin,31.0,MIL,SG,79.0,,23.5,4.1,8.2,0.496,0.8,0.9,0.875,0.3,1.2,1.5,3.2,0.6,0.1,1.8,9.0,
113,102.0,George Trapp,26.0,DET,PF,78.0,,18.9,3.7,8.4,0.442,1.3,1.7,0.756,0.9,2.6,3.5,0.8,0.5,0.2,2.7,8.7,
114,103.0,Stu Lantz,28.0,2TM,SG,75.0,,23.8,3.0,7.5,0.406,2.6,3.1,0.838,1.2,1.4,2.6,2.5,0.7,0.2,2.2,8.6,
115,103.0,Stu Lantz,28.0,NOJ,SG,19.0,,18.6,2.1,6.1,0.339,2.5,2.8,0.887,0.4,0.9,1.3,1.6,0.6,0.1,1.5,6.6,
116,103.0,Stu Lantz,28.0,LAL,SG,56.0,,25.5,3.4,8.0,0.424,2.6,3.1,0.824,1.4,1.6,3.0,2.8,0.8,0.2,2.4,9.3,
117,104.0,Larry Steele,25.0,POR,SG,76.0,,31.4,3.5,6.4,0.548,1.6,1.9,0.836,1.1,1.8,3.0,3.8,2.4,0.2,3.3,8.6,
118,105.0,Gary Melchionni,24.0,PHO,SG,68.0,,22.5,3.4,7.9,0.43,1.7,2.1,0.809,0.7,2.1,2.8,2.3,0.7,0.2,1.7,8.5,
119,106.0,Jim Brewer,23.0,CLE,PF,82.0,,24.3,3.5,7.8,0.455,1.3,1.9,0.648,2.5,3.7,6.2,1.6,0.9,0.5,1.8,8.4,
120,107.0,Jeff Mullins,32.0,GSW,SG,66.0,,17.3,3.5,7.8,0.455,1.1,1.3,0.816,0.7,1.2,1.9,2.3,0.9,0.2,1.9,8.2,
121,108.0,Howard Porter,26.0,2TM,SF,58.0,,20.1,3.5,7.1,0.488,1.1,1.4,0.835,1.4,3.0,4.4,0.3,0.4,0.4,1.6,8.1,
122,108.0,Howard Porter,26.0,NYK,SF,17.0,,7.8,0.8,2.1,0.361,0.4,0.5,0.778,0.8,1.5,2.2,0.1,0.2,0.1,1.0,1.9,
123,108.0,Howard Porter,26.0,DET,SF,41.0,,25.1,4.6,9.2,0.5,1.4,1.7,0.843,1.6,3.7,5.3,0.4,0.5,0.6,1.9,10.6,
124,109.0,Gary Brokaw,21.0,MIL,SG,73.0,,22.5,3.2,7.0,0.455,1.7,2.5,0.685,0.5,1.5,2.0,3.0,0.4,0.2,2.4,8.1,
125,110.0,E.C. Coleman,24.0,NOJ,PF,77.0,,28.3,3.3,7.4,0.445,1.5,2.2,0.699,2.5,4.7,7.1,1.4,1.1,0.5,3.6,8.1,
126,111.0,John Block,30.0,2TM,PF,54.0,,17.4,2.9,6.4,0.46,2.1,2.7,0.792,1.3,3.0,4.3,0.9,0.8,0.6,2.2,8.0,
127,111.0,John Block,30.0,NOJ,PF,4.0,,14.3,2.3,7.3,0.31,2.3,2.5,0.9,1.5,3.0,4.5,1.8,1.0,0.3,2.8,6.8,
128,111.0,John Block,30.0,CHI,PF,50.0,,17.6,3.0,6.3,0.473,2.1,2.7,0.784,1.3,3.0,4.3,0.9,0.8,0.6,2.2,8.1,
129,112.0,Connie Hawkins,32.0,LAL,PF,43.0,,23.9,3.2,7.5,0.429,1.6,2.3,0.687,1.3,3.3,4.6,2.8,1.2,0.5,2.7,8.0,
130,113.0,Leroy Ellis,34.0,PHI,PF,82.0,69.0,26.6,3.5,7.6,0.461,0.9,1.2,0.727,2.4,4.7,7.1,1.4,0.5,0.7,2.2,7.9,
131,114.0,Cliff Meely,27.0,HOU,PF,48.0,,15.7,3.3,7.3,0.447,1.4,2.0,0.723,1.1,2.3,3.4,0.9,0.4,0.4,2.4,7.9,
132,115.0,Dean Meminger,26.0,ATL,PG,80.0,,27.2,2.9,6.3,0.466,2.1,3.3,0.639,1.1,1.6,2.7,5.0,1.5,0.1,2.0,7.9,
133,116.0,Nate Thurmond,33.0,CHI,C,80.0,,34.5,3.1,8.6,0.364,1.7,2.8,0.589,3.2,8.1,11.3,4.1,0.6,2.4,3.4,7.9,
134,117.0,Ernie DiGregorio,24.0,BUF,PG,31.0,,23.0,3.3,7.5,0.44,1.1,1.5,0.778,0.2,1.3,1.5,4.9,0.6,0.0,2.0,7.8,
135,118.0,John Brisker,27.0,SEA,SG,21.0,,13.1,2.9,6.7,0.426,2.0,2.3,0.857,0.7,0.9,1.6,0.9,0.3,0.1,1.6,7.7,
136,119.0,Derrek Dickey,23.0,GSW,PF,80.0,,23.2,3.4,7.1,0.482,0.8,1.2,0.667,2.4,4.5,6.9,1.6,0.7,0.2,2.5,7.7,
137,120.0,Phil Smith,22.0,GSW,SG,74.0,,14.3,3.0,6.3,0.476,1.7,2.1,0.804,0.7,1.2,1.9,1.8,0.8,0.0,1.9,7.7,
138,121.0,Ken Charles,23.0,BUF,SG,79.0,,21.4,3.0,6.5,0.466,1.5,1.8,0.822,0.9,1.2,2.1,2.2,1.1,0.3,2.1,7.6,
139,122.0,Rowland Garrett,24.0,CHI,SF,70.0,,16.9,3.3,6.8,0.481,1.1,1.4,0.794,1.1,2.4,3.5,0.6,0.3,0.2,1.8,7.6,
140,123.0,Cornell Warner,26.0,MIL,PF,79.0,,31.9,3.1,6.8,0.458,1.3,2.0,0.684,3.0,7.3,10.3,1.6,0.6,0.7,3.4,7.6,
141,124.0,Nick Weatherspoon,24.0,WSB,SF,82.0,,16.4,3.1,6.9,0.456,1.3,1.7,0.746,1.6,2.6,4.2,0.6,0.8,0.3,2.6,7.5,
142,125.0,Rick Roberson,27.0,NOJ,C,16.0,,21.2,3.0,6.8,0.444,1.4,2.5,0.575,2.4,4.9,7.4,1.4,0.4,0.5,3.1,7.4,
143,126.0,Harthorne Wingo,27.0,NYK,PF,82.0,,20.6,2.8,6.2,0.46,1.7,2.3,0.754,2.0,3.6,5.6,1.0,0.6,0.4,2.6,7.4,
144,127.0,Neal Walk,26.0,2TM,C,67.0,,16.8,3.0,7.1,0.419,1.3,1.6,0.819,1.4,3.7,5.1,1.8,0.6,0.3,2.6,7.2,
145,127.0,Neal Walk,26.0,NOJ,C,37.0,,23.0,4.1,9.7,0.422,1.7,2.2,0.8,2.0,5.1,7.1,2.7,0.8,0.5,3.3,9.9,
146,127.0,Neal Walk,26.0,NYK,C,30.0,,9.1,1.6,3.8,0.409,0.7,0.8,0.88,0.6,2.0,2.6,0.7,0.2,0.1,1.8,3.9,
147,128.0,Matt Guokas,30.0,CHI,SG,82.0,,25.5,3.1,6.1,0.51,1.0,1.3,0.757,0.3,1.4,1.7,2.2,0.5,0.2,1.9,7.2,
