,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0,Unnamed: 13_level_0,Unnamed: 14_level_0,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,Unnamed: 22_level_0,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0
16,17.0,Toronto Raptors*,29.3,45.0,37.0,41,41,-0.16,-0.3,-0.46,104.7,104.9,-0.2,92.5,0.3,0.17,0.511,,0.464,12.7,30.1,0.23,,0.48,14.2,71.8,0.247,,Air Canada Centre,756496,18451
17,18.0,Dallas Mavericks,26.3,40.0,42.0,39,43,-0.57,0.29,-0.29,106.6,107.2,-0.6,94.9,0.248,0.188,0.532,,0.49,12.6,25.5,0.2,,0.488,14.2,66.1,0.21,,Reunion Arena,606177,14785
18,19.0,Boston Celtics,25.4,35.0,47.0,39,43,-0.76,-0.24,-1.0,104.8,105.6,-0.8,94.6,0.316,0.183,0.52,,0.474,13.8,30.4,0.236,,0.498,15.8,73.8,0.306,,FleetCenter,683608,16673
19,20.0,Houston Rockets,26.3,34.0,48.0,39,43,-0.87,0.3,-0.57,104.8,105.7,-0.9,94.2,0.322,0.244,0.536,,0.494,15.8,29.1,0.236,,0.481,12.5,71.6,0.201,,Compaq Center,624594,15234
20,21.0,New Jersey Nets,27.3,31.0,51.0,38,44,-1.04,-0.15,-1.18,105.1,106.3,-1.2,92.5,0.297,0.2,0.517,,0.468,12.6,28.1,0.233,,0.491,15.2,67.2,0.223,,Continental Airlines Arena,643631,15698
21,22.0,Denver Nuggets,25.9,35.0,47.0,35,47,-2.12,0.36,-1.76,103.5,105.8,-2.3,94.7,0.306,0.202,0.517,,0.476,14.0,29.2,0.222,,0.479,13.0,71.6,0.235,,Pepsi Center,637698,15554
22,23.0,Washington Wizards,28.0,29.0,53.0,32,50,-3.28,-0.19,-3.47,103.5,107.0,-3.5,92.7,0.315,0.133,0.521,,0.476,14.8,30.6,0.234,,0.489,13.9,71.7,0.273,,MCI Center,616593,15039
23,24.0,Cleveland Cavaliers,27.2,32.0,50.0,31,51,-3.5,-0.14,-3.64,100.4,104.0,-3.6,95.7,0.327,0.136,0.516,,0.468,15.6,28.1,0.245,,0.474,15.1,71.2,0.275,,Gund Arena,603702,14724
24,25.0,Atlanta Hawks,27.6,28.0,54.0,26,56,-5.38,-0.04,-5.41,102.0,107.9,-5.9,91.7,0.292,0.12,0.503,,0.46,14.1,31.7,0.217,,0.481,11.3,71.0,0.196,,Philips Arena,600954,14657
25,26.0,Vancouver Grizzlies,25.3,22.0,60.0,25,57,-5.62,0.52,-5.1,102.3,108.5,-6.2,91.0,0.32,0.139,0.524,,0.474,15.8,30.1,0.247,,0.502,14.1,70.6,0.231,,General Motors Place,569864,13899
26,27.0,Golden State Warriors,26.9,19.0,63.0,20,62,-8.27,0.64,-7.63,99.8,108.4,-8.6,95.4,0.301,0.15,0.484,,0.444,13.9,32.6,0.21,,0.499,14.6,69.1,0.259,,The Arena in Oakland,509171,12419
27,28.0,Chicago Bulls,26.0,17.0,65.0,15,67,-9.4,0.17,-9.23,94.2,104.6,-10.4,89.4,0.338,0.167,0.49,,0.443,18.0,29.9,0.24,,0.484,14.5,69.9,0.24,,United Center,907064,22124
28,29.0,Los Angeles Clippers,24.2,15.0,67.0,13,69,-11.52,0.8,-10.73,97.8,110.1,-12.3,93.9,0.27,0.188,0.499,,0.458,14.9,26.1,0.202,,0.507,13.1,69.6,0.22,,STAPLES Center,559714,13652
29,,League Average,27.8,,,41,41,0.0,0.0,0.0,104.1,104.1,,93.1,0.308,0.167,0.523,,0.478,14.2,28.9,0.231,,0.478,14.2,71.1,0.231,,,691469,16864
