,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Detroit Pistons*,82,241.2,38.5,85.0,0.453,2.6,7.6,0.338,35.9,77.4,0.464,17.3,22.8,0.762,13.6,27.5,41.1,23.1,7.8,4.5,13.6,23.4,96.9
1,2.0,New York Knicks*,82,242.1,37.6,82.0,0.458,2.2,7.4,0.295,35.4,74.6,0.474,20.3,26.5,0.767,12.4,27.3,39.7,21.7,8.2,4.8,15.2,22.0,97.7
2,3.0,Chicago Bulls*,82,241.8,39.1,85.0,0.46,2.7,8.0,0.332,36.4,77.0,0.473,18.6,24.2,0.768,13.2,26.5,39.7,22.5,7.7,4.3,15.7,22.0,99.5
3,4.0,San Antonio Spurs*,82,241.2,39.2,86.6,0.452,3.0,8.5,0.347,36.2,78.0,0.464,19.4,25.1,0.77,13.5,28.8,42.3,23.0,9.2,5.6,15.3,22.1,100.6
4,5.0,Los Angeles Lakers*,82,241.8,41.6,86.5,0.48,2.1,7.3,0.292,39.4,79.3,0.498,16.2,21.3,0.762,15.0,29.1,44.1,26.5,7.2,4.7,15.3,22.3,101.5
5,6.0,Utah Jazz*,82,242.4,40.1,87.5,0.459,2.9,8.5,0.337,37.3,79.1,0.472,18.7,25.1,0.747,14.0,27.5,41.5,23.5,7.9,5.6,14.7,23.9,101.9
6,7.0,Los Angeles Clippers*,82,241.8,39.2,85.3,0.459,2.7,7.9,0.346,36.4,77.4,0.47,20.8,27.4,0.759,14.0,29.8,43.9,21.8,8.6,5.3,17.0,22.8,101.9
7,8.0,Boston Celtics*,82,241.2,40.5,88.9,0.456,2.5,8.0,0.308,38.1,81.0,0.47,19.5,25.4,0.768,14.4,28.5,42.8,23.5,8.3,5.0,13.6,19.9,103.0
8,9.0,Philadelphia 76ers,82,240.9,42.1,87.1,0.483,2.3,7.5,0.307,39.8,79.6,0.499,16.8,21.6,0.776,14.3,28.8,43.1,27.1,8.4,5.5,14.4,21.5,103.2
9,10.0,Cleveland Cavaliers*,82,241.5,42.6,90.7,0.47,2.4,7.1,0.332,40.3,83.6,0.482,15.8,20.5,0.769,15.1,29.0,44.0,26.3,7.9,5.1,14.0,22.9,103.4
